,away_team,date,home_team,score,time,url,matchId
193,Torino,Jan 28 2023,Empoli,02:02,14:00,/Matches/1651595/Live/Italy-Serie-A-2022-2023-Empoli-Torino,1651595
194,Inter,Jan 28 2023,Cremonese,01:02,17:00,/Matches/1651594/Live/Italy-Serie-A-2022-2023-Cremonese-Inter,1651594
195,Sassuolo,Jan 29 2023,AC Milan,02:05,11:30,/Matches/1651599/Live/Italy-Serie-A-2022-2023-AC-Milan-Sassuolo,1651599
196,Roma,Jan 29 2023,Napoli,02:01,19:45,/Matches/1651600/Live/Italy-Serie-A-2022-2023-Napoli-Roma,1651600
197,Fiorentina,Jan 29 2023,Lazio,01:01,17:00,/Matches/1651597/Live/Italy-Serie-A-2022-2023-Lazio-Fiorentina,1651597
198,Monza,Jan 29 2023,Juventus,00:02,14:00,/Matches/1651596/Live/Italy-Serie-A-2022-2023-Juventus-Monza,1651596
199,Verona,Jan 30 2023,Udinese,01:01,19:45,/Matches/1651601/Live/Italy-Serie-A-2022-2023-Udinese-Verona,1651601
200,Lecce,Feb 4 2023,Cremonese,00:02,14:00,/Matches/1651802/Live/Italy-Serie-A-2022-2023-Cremonese-Lecce,1651802
201,Atalanta,Feb 4 2023,Sassuolo,01:00,19:45,/Matches/1651809/Live/Italy-Serie-A-2022-2023-Sassuolo-Atalanta,1651809
202,Empoli,Feb 4 2023,Roma,02:00,17:00,/Matches/1651807/Live/Italy-Serie-A-2022-2023-Roma-Empoli,1651807
203,Bologna,Feb 5 2023,Fiorentina,01:02,17:00,/Matches/1651803/Live/Italy-Serie-A-2022-2023-Fiorentina-Bologna,1651803
204,AC Milan,Feb 5 2023,Inter,01:00,19:45,/Matches/1651805/Live/Italy-Serie-A-2022-2023-Inter-AC-Milan,1651805
205,Napoli,Feb 5 2023,Spezia,00:03,11:30,/Matches/1651810/Live/Italy-Serie-A-2022-2023-Spezia-Napoli,1651810
206,Udinese,Feb 5 2023,Torino,01:00,14:00,/Matches/1651811/Live/Italy-Serie-A-2022-2023-Torino-Udinese,1651811
207,Lazio,Feb 6 2023,Verona,01:01,17:30,/Matches/1651804/Live/Italy-Serie-A-2022-2023-Verona-Lazio,1651804
208,Sampdoria,Feb 6 2023,Monza,02:02,19:45,/Matches/1651806/Live/Italy-Serie-A-2022-2023-Monza-Sampdoria,1651806
209,Juventus,Feb 7 2023,Salernitana,00:03,19:45,/Matches/1651808/Live/Italy-Serie-A-2022-2023-Salernitana-Juventus,1651808
210,Torino,Feb 10 2023,AC Milan,01:00,19:45,/Matches/1651614/Live/Italy-Serie-A-2022-2023-AC-Milan-Torino,1651614
211,Roma,Feb 11 2023,Lecce,01:01,17:00,/Matches/1651612/Live/Italy-Serie-A-2022-2023-Lecce-Roma,1651612
212,Spezia,Feb 11 2023,Empoli,02:02,14:00,/Matches/1651603/Live/Italy-Serie-A-2022-2023-Empoli-Spezia,1651603
213,Atalanta,Feb 11 2023,Lazio,00:02,19:45,/Matches/1651610/Live/Italy-Serie-A-2022-2023-Lazio-Atalanta,1651610
214,Sassuolo,Feb 12 2023,Udinese,02:02,11:30,/Matches/1651620/Live/Italy-Serie-A-2022-2023-Udinese-Sassuolo,1651620
215,Cremonese,Feb 12 2023,Napoli,03:00,19:45,/Matches/1651616/Live/Italy-Serie-A-2022-2023-Napoli-Cremonese,1651616
216,Monza,Feb 12 2023,Bologna,00:01,14:00,/Matches/1651602/Live/Italy-Serie-A-2022-2023-Bologna-Monza,1651602
217,Fiorentina,Feb 12 2023,Juventus,01:00,17:00,/Matches/1651605/Live/Italy-Serie-A-2022-2023-Juventus-Fiorentina,1651605
218,Salernitana,Feb 13 2023,Verona,01:00,17:30,/Matches/1651604/Live/Italy-Serie-A-2022-2023-Verona-Salernitana,1651604
219,Inter,Feb 13 2023,Sampdoria,00:00,19:45,/Matches/1651618/Live/Italy-Serie-A-2022-2023-Sampdoria-Inter,1651618
220,Napoli,Feb 17 2023,Sassuolo,00:02,19:45,/Matches/1651636/Live/Italy-Serie-A-2022-2023-Sassuolo-Napoli,1651636
221,AC Milan,Feb 18 2023,Monza,00:01,17:00,/Matches/1651628/Live/Italy-Serie-A-2022-2023-Monza-AC-Milan,1651628
222,Udinese,Feb 18 2023,Inter,03:01,19:45,/Matches/1651626/Live/Italy-Serie-A-2022-2023-Inter-Udinese,1651626
223,Bologna,Feb 18 2023,Sampdoria,01:02,14:00,/Matches/1651634/Live/Italy-Serie-A-2022-2023-Sampdoria-Bologna,1651634
224,Juventus,Feb 19 2023,Spezia,00:02,17:00,/Matches/1651638/Live/Italy-Serie-A-2022-2023-Spezia-Juventus,1651638
225,Verona,Feb 19 2023,Roma,01:00,19:45,/Matches/1651630/Live/Italy-Serie-A-2022-2023-Roma-Verona,1651630
226,Lecce,Feb 19 2023,Atalanta,01:02,11:30,/Matches/1651622/Live/Italy-Serie-A-2022-2023-Atalanta-Lecce,1651622
227,Lazio,Feb 19 2023,Salernitana,00:02,14:00,/Matches/1651632/Live/Italy-Serie-A-2022-2023-Salernitana-Lazio,1651632
228,Empoli,Feb 19 2023,Fiorentina,01:01,14:00,/Matches/1651624/Live/Italy-Serie-A-2022-2023-Fiorentina-Empoli,1651624
229,Cremonese,Feb 20 2023,Torino,02:02,19:45,/Matches/1651640/Live/Italy-Serie-A-2022-2023-Torino-Cremonese,1651640
230,Napoli,Feb 25 2023,Empoli,00:02,17:00,/Matches/1651607/Live/Italy-Serie-A-2022-2023-Empoli-Napoli,1651607
231,Sassuolo,Feb 25 2023,Lecce,00:01,19:45,/Matches/1651613/Live/Italy-Serie-A-2022-2023-Lecce-Sassuolo,1651613
232,Monza,Feb 26 2023,Salernitana,03:00,14:00,/Matches/1651617/Live/Italy-Serie-A-2022-2023-Salernitana-Monza,1651617
233,Atalanta,Feb 26 2023,AC Milan,02:00,19:45,/Matches/1651615/Live/Italy-Serie-A-2022-2023-AC-Milan-Atalanta,1651615
234,Inter,Feb 26 2023,Bologna,01:00,11:30,/Matches/1651642/Live/Italy-Serie-A-2022-2023-Bologna-Inter,1651642
235,Spezia,Feb 26 2023,Udinese,02:02,17:00,/Matches/1651619/Live/Italy-Serie-A-2022-2023-Udinese-Spezia,1651619
236,Fiorentina,Feb 27 2023,Verona,00:03,17:30,/Matches/1651608/Live/Italy-Serie-A-2022-2023-Verona-Fiorentina,1651608
237,Sampdoria,Feb 27 2023,Lazio,01:00,19:45,/Matches/1651611/Live/Italy-Serie-A-2022-2023-Lazio-Sampdoria,1651611
238,Roma,Feb 28 2023,Cremonese,02:01,17:30,/Matches/1651606/Live/Italy-Serie-A-2022-2023-Cremonese-Roma,1651606
239,Torino,Feb 28 2023,Juventus,04:02,19:45,/Matches/1651609/Live/Italy-Serie-A-2022-2023-Juventus-Torino,1651609
240,Lazio,Mar 3 2023,Napoli,00:01,19:45,/Matches/1651629/Live/Italy-Serie-A-2022-2023-Napoli-Lazio,1651629
241,Empoli,Mar 4 2023,Monza,02:01,14:00,/Matches/1651627/Live/Italy-Serie-A-2022-2023-Monza-Empoli,1651627
242,Udinese,Mar 4 2023,Atalanta,00:00,17:00,/Matches/1651621/Live/Italy-Serie-A-2022-2023-Atalanta-Udinese,1651621
243,AC Milan,Mar 4 2023,Fiorentina,02:01,19:45,/Matches/1651623/Live/Italy-Serie-A-2022-2023-Fiorentina-AC-Milan,1651623
244,Salernitana,Mar 5 2023,Sampdoria,00:00,14:00,/Matches/1651633/Live/Italy-Serie-A-2022-2023-Sampdoria-Salernitana,1651633
245,Verona,Mar 5 2023,Spezia,00:00,11:30,/Matches/1651637/Live/Italy-Serie-A-2022-2023-Spezia-Verona,1651637
246,Lecce,Mar 5 2023,Inter,02:00,17:00,/Matches/1651625/Live/Italy-Serie-A-2022-2023-Inter-Lecce,1651625
247,Juventus,Mar 5 2023,Roma,01:00,19:45,/Matches/1651631/Live/Italy-Serie-A-2022-2023-Roma-Juventus,1651631
248,Cremonese,Mar 6 2023,Sassuolo,03:02,17:30,/Matches/1651635/Live/Italy-Serie-A-2022-2023-Sassuolo-Cremonese,1651635
249,Bologna,Mar 6 2023,Torino,01:00,19:45,/Matches/1651639/Live/Italy-Serie-A-2022-2023-Torino-Bologna,1651639
250,Inter,Mar 10 2023,Spezia,02:01,19:45,/Matches/1651651/Live/Italy-Serie-A-2022-2023-Spezia-Inter,1651651
251,Udinese,Mar 11 2023,Empoli,00:01,14:00,/Matches/1651644/Live/Italy-Serie-A-2022-2023-Empoli-Udinese,1651644
252,Lazio,Mar 11 2023,Bologna,00:00,19:45,/Matches/1651641/Live/Italy-Serie-A-2022-2023-Bologna-Lazio,1651641
253,Atalanta,Mar 11 2023,Napoli,02:00,17:00,/Matches/1651649/Live/Italy-Serie-A-2022-2023-Napoli-Atalanta,1651649
254,Monza,Mar 12 2023,Verona,01:01,14:00,/Matches/1651645/Live/Italy-Serie-A-2022-2023-Verona-Monza,1651645
255,Sampdoria,Mar 12 2023,Juventus,04:02,19:45,/Matches/1651646/Live/Italy-Serie-A-2022-2023-Juventus-Sampdoria,1651646
256,Torino,Mar 12 2023,Lecce,00:02,11:30,/Matches/1651647/Live/Italy-Serie-A-2022-2023-Lecce-Torino,1651647
257,Fiorentina,Mar 12 2023,Cremonese,00:02,14:00,/Matches/1651643/Live/Italy-Serie-A-2022-2023-Cremonese-Fiorentina,1651643
258,Sassuolo,Mar 12 2023,Roma,03:04,17:00,/Matches/1651650/Live/Italy-Serie-A-2022-2023-Roma-Sassuolo,1651650
259,Salernitana,Mar 13 2023,AC Milan,01:01,19:45,/Matches/1651648/Live/Italy-Serie-A-2022-2023-AC-Milan-Salernitana,1651648
260,Spezia,Mar 17 2023,Sassuolo,01:00,17:30,/Matches/1651665/Live/Italy-Serie-A-2022-2023-Sassuolo-Spezia,1651665
261,Empoli,Mar 17 2023,Atalanta,02:01,19:45,/Matches/1651652/Live/Italy-Serie-A-2022-2023-Atalanta-Empoli,1651652
262,Cremonese,Mar 18 2023,Monza,01:01,14:00,/Matches/1651659/Live/Italy-Serie-A-2022-2023-Monza-Cremonese,1651659
263,AC Milan,Mar 18 2023,Udinese,03:01,19:45,/Matches/1651669/Live/Italy-Serie-A-2022-2023-Udinese-AC-Milan,1651669
264,Bologna,Mar 18 2023,Salernitana,02:02,17:00,/Matches/1651661/Live/Italy-Serie-A-2022-2023-Salernitana-Bologna,1651661
265,Lecce,Mar 19 2023,Fiorentina,01:00,14:00,/Matches/1651653/Live/Italy-Serie-A-2022-2023-Fiorentina-Lecce,1651653
266,Roma,Mar 19 2023,Lazio,01:00,17:00,/Matches/1651657/Live/Italy-Serie-A-2022-2023-Lazio-Roma,1651657
267,Napoli,Mar 19 2023,Torino,00:04,14:00,/Matches/1651667/Live/Italy-Serie-A-2022-2023-Torino-Napoli,1651667
268,Verona,Mar 19 2023,Sampdoria,03:01,11:30,/Matches/1651663/Live/Italy-Serie-A-2022-2023-Sampdoria-Verona,1651663
269,Juventus,Mar 19 2023,Inter,00:01,19:45,/Matches/1651655/Live/Italy-Serie-A-2022-2023-Inter-Juventus,1651655
270,Fiorentina,Apr 1 2023,Inter,00:01,17:00,/Matches/1651677/Live/Italy-Serie-A-2022-2023-Inter-Fiorentina,1651677
271,Atalanta,Apr 1 2023,Cremonese,01:03,14:00,/Matches/1651673/Live/Italy-Serie-A-2022-2023-Cremonese-Atalanta,1651673
272,Verona,Apr 1 2023,Juventus,01:00,19:45,/Matches/1651679/Live/Italy-Serie-A-2022-2023-Juventus-Verona,1651679
273,AC Milan,Apr 2 2023,Napoli,00:04,19:45,/Matches/1651683/Live/Italy-Serie-A-2022-2023-Napoli-AC-Milan,1651683
274,Salernitana,Apr 2 2023,Spezia,01:01,14:00,/Matches/1651689/Live/Italy-Serie-A-2022-2023-Spezia-Salernitana,1651689
275,Udinese,Apr 2 2023,Bologna,03:00,11:30,/Matches/1651671/Live/Italy-Serie-A-2022-2023-Bologna-Udinese,1651671
276,Lazio,Apr 2 2023,Monza,00:02,14:00,/Matches/1651681/Live/Italy-Serie-A-2022-2023-Monza-Lazio,1651681
277,Sampdoria,Apr 2 2023,Roma,03:00,17:00,/Matches/1651685/Live/Italy-Serie-A-2022-2023-Roma-Sampdoria,1651685
278,Lecce,Apr 3 2023,Empoli,01:00,18:30,/Matches/1651675/Live/Italy-Serie-A-2022-2023-Empoli-Lecce,1651675
279,Torino,Apr 3 2023,Sassuolo,01:01,19:45,/Matches/1651687/Live/Italy-Serie-A-2022-2023-Sassuolo-Torino,1651687
280,Napoli,Apr 7 2023,Lecce,01:02,18:00,/Matches/1651699/Live/Italy-Serie-A-2022-2023-Lecce-Napoli,1651699
281,Empoli,Apr 7 2023,AC Milan,00:00,20:00,/Matches/1651701/Live/Italy-Serie-A-2022-2023-AC-Milan-Empoli,1651701
282,Inter,Apr 7 2023,Salernitana,01:01,16:00,/Matches/1651703/Live/Italy-Serie-A-2022-2023-Salernitana-Inter,1651703
283,Spezia,Apr 8 2023,Fiorentina,01:01,13:30,/Matches/1651693/Live/Italy-Serie-A-2022-2023-Fiorentina-Spezia,1651693
284,Roma,Apr 8 2023,Torino,00:01,17:30,/Matches/1651707/Live/Italy-Serie-A-2022-2023-Torino-Roma,1651707
285,Monza,Apr 8 2023,Udinese,02:02,11:30,/Matches/1651709/Live/Italy-Serie-A-2022-2023-Udinese-Monza,1651709
286,Juventus,Apr 8 2023,Lazio,02:01,19:45,/Matches/1651697/Live/Italy-Serie-A-2022-2023-Lazio-Juventus,1651697
287,Cremonese,Apr 8 2023,Sampdoria,02:03,15:30,/Matches/1651705/Live/Italy-Serie-A-2022-2023-Sampdoria-Cremonese,1651705
288,Sassuolo,Apr 8 2023,Verona,02:01,17:30,/Matches/1651695/Live/Italy-Serie-A-2022-2023-Verona-Sassuolo,1651695
289,Bologna,Apr 8 2023,Atalanta,00:02,15:30,/Matches/1651691/Live/Italy-Serie-A-2022-2023-Atalanta-Bologna,1651691
290,Empoli,Apr 14 2023,Cremonese,01:00,17:30,/Matches/1651713/Live/Italy-Serie-A-2022-2023-Cremonese-Empoli,1651713
291,Lazio,Apr 14 2023,Spezia,00:03,19:45,/Matches/1651666/Live/Italy-Serie-A-2022-2023-Spezia-Lazio,1651666
292,AC Milan,Apr 15 2023,Bologna,01:01,14:00,/Matches/1651711/Live/Italy-Serie-A-2022-2023-Bologna-AC-Milan,1651711
293,Monza,Apr 15 2023,Inter,00:01,19:45,/Matches/1651656/Live/Italy-Serie-A-2022-2023-Inter-Monza,1651656
294,Verona,Apr 15 2023,Napoli,00:00,17:00,/Matches/1651660/Live/Italy-Serie-A-2022-2023-Napoli-Verona,1651660
295,Udinese,Apr 16 2023,Roma,03:00,19:45,/Matches/1651662/Live/Italy-Serie-A-2022-2023-Roma-Udinese,1651662
296,Sampdoria,Apr 16 2023,Lecce,01:01,11:30,/Matches/1651658/Live/Italy-Serie-A-2022-2023-Lecce-Sampdoria,1651658
297,Juventus,Apr 16 2023,Sassuolo,01:00,17:00,/Matches/1651664/Live/Italy-Serie-A-2022-2023-Sassuolo-Juventus,1651664
298,Salernitana,Apr 16 2023,Torino,01:01,14:00,/Matches/1651668/Live/Italy-Serie-A-2022-2023-Torino-Salernitana,1651668
299,Atalanta,Apr 17 2023,Fiorentina,01:01,19:45,/Matches/1651654/Live/Italy-Serie-A-2022-2023-Fiorentina-Atalanta,1651654
300,Bologna,Apr 21 2023,Verona,02:01,19:45,/Matches/1651674/Live/Italy-Serie-A-2022-2023-Verona-Bologna,1651674
301,Torino,Apr 22 2023,Lazio,00:01,17:00,/Matches/1651678/Live/Italy-Serie-A-2022-2023-Lazio-Torino,1651678
302,Spezia,Apr 22 2023,Sampdoria,01:01,19:45,/Matches/1651686/Live/Italy-Serie-A-2022-2023-Sampdoria-Spezia,1651686
303,Sassuolo,Apr 22 2023,Salernitana,03:00,14:00,/Matches/1651684/Live/Italy-Serie-A-2022-2023-Salernitana-Sassuolo,1651684
304,Cremonese,Apr 23 2023,Udinese,03:00,14:00,/Matches/1651688/Live/Italy-Serie-A-2022-2023-Udinese-Cremonese,1651688
305,Lecce,Apr 23 2023,AC Milan,02:00,17:00,/Matches/1651680/Live/Italy-Serie-A-2022-2023-AC-Milan-Lecce,1651680
306,Fiorentina,Apr 23 2023,Monza,03:02,14:00,/Matches/1651682/Live/Italy-Serie-A-2022-2023-Monza-Fiorentina,1651682
307,Napoli,Apr 23 2023,Juventus,00:01,19:45,/Matches/1651676/Live/Italy-Serie-A-2022-2023-Juventus-Napoli,1651676
308,Inter,Apr 23 2023,Empoli,00:03,11:30,/Matches/1651672/Live/Italy-Serie-A-2022-2023-Empoli-Inter,1651672
309,Roma,Apr 24 2023,Atalanta,03:01,19:45,/Matches/1651670/Live/Italy-Serie-A-2022-2023-Atalanta-Roma,1651670
310,Monza,Apr 28 2023,Spezia,00:02,19:45,/Matches/1651770/Live/Italy-Serie-A-2022-2023-Spezia-Monza,1651770
311,Udinese,Apr 28 2023,Lecce,01:00,17:30,/Matches/1651766/Live/Italy-Serie-A-2022-2023-Lecce-Udinese,1651766
312,Atalanta,Apr 29 2023,Torino,01:02,19:45,/Matches/1651771/Live/Italy-Serie-A-2022-2023-Torino-Atalanta,1651771
313,AC Milan,Apr 29 2023,Roma,01:01,17:00,/Matches/1651768/Live/Italy-Serie-A-2022-2023-Roma-AC-Milan,1651768
314,Juventus,Apr 30 2023,Bologna,01:01,19:45,/Matches/1651762/Live/Italy-Serie-A-2022-2023-Bologna-Juventus,1651762
315,Sampdoria,Apr 30 2023,Fiorentina,05:00,17:00,/Matches/1651764/Live/Italy-Serie-A-2022-2023-Fiorentina-Sampdoria,1651764
316,Salernitana,Apr 30 2023,Napoli,01:01,14:00,/Matches/1651767/Live/Italy-Serie-A-2022-2023-Napoli-Salernitana,1651767
317,Verona,Apr 30 2023,Cremonese,01:01,14:00,/Matches/1651763/Live/Italy-Serie-A-2022-2023-Cremonese-Verona,1651763
318,Empoli,Apr 30 2023,Sassuolo,02:01,14:00,/Matches/1651769/Live/Italy-Serie-A-2022-2023-Sassuolo-Empoli,1651769
319,Lazio,Apr 30 2023,Inter,03:01,11:30,/Matches/1651765/Live/Italy-Serie-A-2022-2023-Inter-Lazio,1651765
320,Sassuolo,May 3 2023,Lazio,02:00,20:00,/Matches/1651776/Live/Italy-Serie-A-2022-2023-Lazio-Sassuolo,1651776
321,Fiorentina,May 3 2023,Salernitana,03:03,17:00,/Matches/1651779/Live/Italy-Serie-A-2022-2023-Salernitana-Fiorentina,1651779
322,Roma,May 3 2023,Monza,01:01,20:00,/Matches/1651778/Live/Italy-Serie-A-2022-2023-Monza-Roma,1651778
323,Spezia,May 3 2023,Atalanta,03:02,17:00,/Matches/1651772/Live/Italy-Serie-A-2022-2023-Atalanta-Spezia,1651772
324,Inter,May 3 2023,Verona,00:06,20:00,/Matches/1651774/Live/Italy-Serie-A-2022-2023-Verona-Inter,1651774
325,Torino,May 3 2023,Sampdoria,00:02,17:00,/Matches/1651780/Live/Italy-Serie-A-2022-2023-Sampdoria-Torino,1651780
326,Lecce,May 3 2023,Juventus,02:01,17:00,/Matches/1651775/Live/Italy-Serie-A-2022-2023-Juventus-Lecce,1651775
327,Cremonese,May 3 2023,AC Milan,01:01,20:00,/Matches/1651777/Live/Italy-Serie-A-2022-2023-AC-Milan-Cremonese,1651777
328,Napoli,May 4 2023,Udinese,01:01,19:45,/Matches/1651781/Live/Italy-Serie-A-2022-2023-Udinese-Napoli,1651781
329,Bologna,May 4 2023,Empoli,03:01,19:45,/Matches/1651773/Live/Italy-Serie-A-2022-2023-Empoli-Bologna,1651773
330,Lazio,May 6 2023,AC Milan,02:00,14:00,/Matches/1651698/Live/Italy-Serie-A-2022-2023-AC-Milan-Lazio,1651698
331,Spezia,May 6 2023,Cremonese,02:00,19:45,/Matches/1651692/Live/Italy-Serie-A-2022-2023-Cremonese-Spezia,1651692
332,Inter,May 6 2023,Roma,00:02,17:00,/Matches/1651702/Live/Italy-Serie-A-2022-2023-Roma-Inter,1651702
333,Monza,May 7 2023,Torino,01:01,14:00,/Matches/1651706/Live/Italy-Serie-A-2022-2023-Torino-Monza,1651706
334,Juventus,May 7 2023,Atalanta,00:02,11:30,/Matches/1651690/Live/Italy-Serie-A-2022-2023-Atalanta-Juventus,1651690
335,Fiorentina,May 7 2023,Napoli,01:00,17:00,/Matches/1651700/Live/Italy-Serie-A-2022-2023-Napoli-Fiorentina,1651700
336,Verona,May 7 2023,Lecce,00:01,19:45,/Matches/1651696/Live/Italy-Serie-A-2022-2023-Lecce-Verona,1651696
337,Sampdoria,May 8 2023,Udinese,02:00,17:30,/Matches/1651708/Live/Italy-Serie-A-2022-2023-Udinese-Sampdoria,1651708
338,Bologna,May 8 2023,Sassuolo,01:01,19:45,/Matches/1651704/Live/Italy-Serie-A-2022-2023-Sassuolo-Bologna,1651704
339,Salernitana,May 8 2023,Empoli,02:01,17:30,/Matches/1651694/Live/Italy-Serie-A-2022-2023-Empoli-Salernitana,1651694
